X3,Y3,Z3
-786.5960083,1055.301636,-754.9813232
-785.5875244,1055.268188,-754.9332275
-784.6508789,1055.199585,-754.8991089
-783.7872925,1055.112915,-754.8834229
-782.9956055,1055.025024,-754.8878174
-782.2741089,1054.953613,-754.90979
-781.6209106,1054.915527,-754.942688
-781.0337524,1054.925537,-754.9776001
-780.5098267,1054.993896,-755.0047607
-780.0447388,1055.124634,-755.0158081
-779.6328125,1055.313354,-755.0046997
-779.2665405,1055.547974,-754.9689941
-778.9368896,1055.811279,-754.9101562
-778.6343994,1056.082764,-754.8328857
-778.3505859,1056.342651,-754.7440186
-778.0778198,1056.574829,-754.6500244
-777.8098145,1056.767578,-754.5563354
-777.5426025,1056.915649,-754.4666138
-777.2747803,1057.017334,-754.3829956
-777.0074463,1057.073853,-754.3059082
-776.7436523,1057.089355,-754.2346191
-776.4869385,1057.070068,-754.1671143
-776.2406616,1057.02478,-754.1010132
-776.0093994,1056.963379,-754.0343018
-775.7991943,1056.895386,-753.9656982
-775.6166992,1056.827759,-753.8944092
-775.4678345,1056.763428,-753.8208008
-775.3565063,1056.702637,-753.7472534
-775.2849731,1056.643555,-753.6776733
-775.2536621,1056.584106,-753.6165161
-775.2617188,1056.523926,-753.5669556
-775.307373,1056.465576,-753.5306396
-775.3893433,1056.413818,-753.5071411
-775.5076294,1056.373413,-753.4940186
-775.6628418,1056.348145,-753.4869385
-775.8551636,1056.338623,-753.4819946
-776.0825806,1056.343506,-753.4761963
-776.3413696,1056.359619,-753.4678955
-776.626709,1056.383423,-753.456604
-776.9347534,1056.412109,-753.4429932
-777.2630615,1056.442749,-753.4276733
-777.6102295,1056.473389,-753.4105835
-777.9754028,1056.500732,-753.3916016
-778.3586426,1056.520508,-753.3709717
-778.7598267,1056.528442,-753.3508911
-779.1785278,1056.520874,-753.3345337
-779.6141968,1056.496216,-753.324585
-780.0667114,1056.454468,-753.3215332
-780.5360718,1056.398438,-753.3236694
-781.0231934,1056.332275,-753.3278809
-781.5297852,1056.261719,-753.3304443
-782.0584717,1056.191895,-753.3293457
-782.6122437,1056.125977,-753.324707
-783.1942139,1056.064941,-753.3178711
-783.8079224,1056.00647,-753.3109131
-784.456543,1055.946045,-753.3063354
-785.1427612,1055.877319,-753.3071289
-785.8684082,1055.793823,-753.3162842
-786.6345215,1055.689331,-753.3357544
-787.4418335,1055.557251,-753.3648682
-788.2910767,1055.391968,-753.4006958
-789.1829224,1055.189697,-753.4384155
-790.1183472,1054.949219,-753.4727173
-791.0982666,1054.672119,-753.4979858
-792.1234131,1054.361694,-753.5103149
-793.1936646,1054.022339,-753.5083008
-794.309082,1053.656616,-753.4915161
-795.4709473,1053.26416,-753.4592896
-796.6820679,1052.841553,-753.4105835
-797.9464722,1052.382202,-753.3466187
-799.2667236,1051.878052,-753.2715454
-800.6417236,1051.320068,-753.1925049
-802.0667725,1050.698364,-753.1177979
-803.5358276,1050.001587,-753.0543823
-805.0427856,1049.217529,-753.0058594
-806.5825195,1048.332764,-752.9713135
-808.1524658,1047.333984,-752.9451294
-809.751709,1046.208862,-752.9191895
-811.3796997,1044.946777,-752.8856201
-813.0343628,1043.539551,-752.8399658
-814.7115479,1041.980347,-752.7820435
-816.4047852,1040.26355,-752.7151489
-818.1066284,1038.384766,-752.6431274
-819.8106079,1036.341553,-752.5680542
-821.5122681,1034.131958,-752.489502
-823.2099609,1031.753906,-752.4053345
-824.9053955,1029.202393,-752.3122559
-826.6020508,1026.469116,-752.2075195
-828.3025513,1023.543335,-752.0905151
-830.0074463,1020.414307,-751.9642944
-831.7147217,1017.074646,-751.835083
-833.4192505,1013.522827,-751.7114868
-835.1132813,1009.762695,-751.6044312
-836.7877197,1005.803162,-751.5252686
-838.4335938,1001.655029,-751.4840698
-840.0436401,997.3274536,-751.4853516
-841.6135864,992.8240356,-751.5255127
-843.1416016,988.1409912,-751.5932007
-844.6270752,983.2680054,-751.6724854
-846.0706177,978.1911011,-751.7477417
-847.4730835,972.8978271,-751.8094482
-848.8349609,967.3810425,-751.8566284
-850.1561279,961.6417236,-751.8959351
-851.4372559,955.6893311,-751.9391479
-852.6796265,949.539856,-752.0002441
-853.8856812,943.2123413,-752.0924072
-855.0579224,936.7252197,-752.2266846
-856.1983032,930.0930176,-752.411438
-857.3081665,923.3255615,-752.6513062
-858.387207,916.4300537,-752.946167
-859.4328613,909.4142456,-753.291748
-860.4401855,902.2890015,-753.6796265
-861.4032593,895.0681152,-754.0961304
-862.3165894,887.7662354,-754.5213623
-863.1769409,880.3959961,-754.9309082
-863.9847412,872.9660034,-755.2993774
-864.7426147,865.4797974,-755.6047363
-865.4543457,857.9363403,-755.8336792
-866.12323,850.3311157,-755.9841309
-866.7514038,842.6581421,-756.065979
-867.3390503,834.9129639,-756.0978394
-867.8832397,827.0952759,-756.1011353
-868.3783569,819.2107544,-756.0930786
-868.8189697,811.2716675,-756.0805054
-869.203186,803.2960205,-756.05896
-869.5350952,795.3051758,-756.0165405
-869.8248291,787.3201294,-755.9412842
-870.0863037,779.3587646,-755.828186
-870.3336182,771.4325562,-755.6829834
-870.5770264,763.5459595,-755.5228882
-870.8197021,755.697998,-755.3733521
-871.0564575,747.8840332,-755.2625122
-871.2748413,740.0973511,-755.2120361
-871.4597778,732.3312378,-755.2301636
-871.5988159,724.5811768,-755.3081055
-871.6851196,716.8474121,-755.4221802
-871.7191772,709.1359863,-755.5383301
-871.7075195,701.4577026,-755.619812
-871.6599121,693.8259888,-755.6366577
-871.5869751,686.2537231,-755.5731201
-871.4985352,678.7514038,-755.4299316
-871.4018555,671.3267822,-755.2211304
-871.3015137,663.9871216,-754.9671021
-871.2005615,656.7424316,-754.6889648
-871.1027832,649.6072388,-754.4035645
-871.012207,642.5997925,-754.121521
-870.9326172,635.7384644,-753.8481445
-870.8656006,629.0357056,-753.5864258
-870.8114624,622.4932861,-753.3383179
-870.769165,616.1008301,-753.1047974
-870.7366943,609.8380737,-752.8862305
-870.711853,603.680481,-752.6827393
-870.6934814,597.6052246,-752.4935913
-870.6819458,591.5980225,-752.3165283
-870.678894,585.6556396,-752.1477051
-870.6861572,579.7843018,-751.9819946
-870.7042236,573.9945068,-751.8151245
-870.7325439,568.2957764,-751.6448364
-870.7672729,562.6936035,-751.4724731
-870.8007813,557.1898804,-751.3024292
-870.8218384,551.7838135,-751.1403809
-870.8175659,546.473877,-750.9917603
-870.7761841,541.2582397,-750.8609009
-870.69104,536.1345825,-750.7503662
-870.5619507,531.1004639,-750.663269
-870.3963623,526.1533203,-750.6049194
-870.2062988,521.2924194,-750.5841064
-870.0053101,516.5229492,-750.6114502
-869.8029175,511.8606567,-750.6951904
-869.6029663,507.3386841,-750.8369751
-869.4057007,503.0126343,-751.0292969
-869.2111206,498.9641724,-751.255188
-869.0224609,495.2988892,-751.4925537
-868.8458252,492.1327515,-751.718811
-868.4802246,487.647644,-751.9951782
-868.0792847,483.2626648,-752.2249756
-867.5990601,479.8269958,-752.1095581
-867.1405029,476.3796387,-752.0164185
-866.7269287,473.026123,-751.9596558
-866.3717041,469.8452759,-751.9516602
-866.0754395,466.8851929,-752.0004272
-865.8284302,464.1633606,-752.1062622
-865.616394,461.6708374,-752.2599487
-865.4258423,459.3795471,-752.4433594
-865.2459106,457.2532349,-752.6333618
-865.0685425,455.2578735,-752.8063354
-864.8884277,453.3697815,-752.9432983
-864.7043457,451.5794373,-753.0327148
-864.5200195,449.8918152,-753.0710449
-864.3444214,448.322113,-753.0631714
-864.1904907,446.8887939,-753.0222168
-864.0727539,445.6083984,-752.9662476
-864.0054321,444.4933167,-752.9138184
-864.000061,443.5501709,-752.8807983
-864.0628052,442.7800293,-752.8766479
-864.1929932,442.1791992,-752.9017944
-864.3826294,441.7387695,-752.9484863
-864.6184692,441.444519,-753.003479
-864.8853149,441.2769775,-753.0535889
-865.168335,441.2125244,-753.0895386
-865.4550171,441.2271729,-753.1073608
-865.7353516,441.3010254,-753.1070557
-866.0026855,441.4205017,-753.0918579
-866.2536621,441.5788574,-753.0671997
-866.4880371,441.773407,-753.0408936
-866.7085571,442.0020752,-753.0222778
-866.9180298,442.2625427,-753.0189819
-867.1183472,442.5514221,-753.0338135
-867.3094482,442.8630676,-753.0637207
-867.4901733,443.1890259,-753.1012573
-867.6588745,443.519165,-753.1373901
-867.8135986,443.8436279,-753.1638794
-867.9523315,444.1542358,-753.1754761
-868.072937,444.444458,-753.1690674
-868.1739502,444.7094727,-753.1442871
-868.2550659,444.9458313,-753.1026001
-868.3179932,445.1513977,-753.0479736
-868.3667603,445.3260498,-752.9853516
-868.4069214,445.4728394,-752.9196167
-868.444397,445.5986938,-752.854126
-868.484314,445.7131653,-752.7894287
-868.5307617,445.8248901,-752.7246094
-868.5873413,445.9368286,-752.6608276
-868.6570435,446.0465698,-752.600708
-868.7406616,446.150116,-752.5461426
-868.8356323,446.2448425,-752.4966431
-868.9373779,446.3299866,-752.4499512
-869.0404663,446.406189,-752.4039917
-869.1399536,446.4753113,-752.3573608
-869.2323608,446.5401001,-752.3094482
-869.31604,446.6042175,-752.2589722
-869.3904419,446.6722107,-752.2039185
-869.456665,446.7477417,-752.1427612
-869.5175171,446.8323669,-752.0761108
-869.5765381,446.927063,-752.0059204
-869.6370239,447.0334473,-751.934021
-869.7022705,447.1546631,-751.8621826
-869.7749634,447.2949219,-751.7915039
-869.8571167,447.4601135,-751.7224731
-869.9506226,447.6574097,-751.6552734
-870.0571289,447.8954468,-751.5901489
-870.1782227,448.1842651,-751.5278931
-870.3150635,448.5352783,-751.4688721
-870.4673462,448.9608459,-751.4134521
-870.6340942,449.4741211,-751.3606567
-870.8137817,450.0882874,-751.3088989
-871.0050659,450.8160095,-751.2559204
-871.2067261,451.6695862,-751.1992798
-871.418335,452.6601257,-751.137085
-871.6403809,453.7972412,-751.0675659
-871.8740234,455.0895691,-750.9889526
-872.1201172,456.5454712,-750.8994141
-872.3790283,458.1727295,-750.7969971
-872.6513672,459.9777222,-750.6800537
-872.9378052,461.9646301,-750.5474854
-873.2396851,464.1349182,-750.3988037
-873.5574951,466.4874573,-750.2341919
-873.890686,469.0193787,-750.0547485
-874.2370605,471.7269287,-749.8627319
-874.5933228,474.6063232,-749.663147
-874.9559326,477.6541138,-749.4641724
-875.3220215,480.8668213,-749.2769165
-875.6904907,484.2407837,-749.1138306
-876.0619507,487.7715454,-748.987915
-876.4382935,491.453064,-748.9111328
-876.8216553,495.276123,-748.8901367
-877.2142944,499.2280884,-748.9234009
-877.6178589,503.2947998,-749.0015259
-878.0328979,507.4640808,-749.1112061
-878.4562988,511.7299194,-749.2384644
-878.8783569,516.0951538,-749.3693237
-879.2801514,520.5715332,-749.4896851
-879.6373901,525.1756592,-749.5858765
-879.9285278,529.9206543,-749.647522
-880.1426392,534.8097534,-749.6691895
-880.2819824,539.8344116,-749.651001
-880.359375,544.9771118,-749.5983887
-880.3913574,550.2191772,-749.5234375
-880.3913574,555.5478516,-749.4435425
