R_GM,R_ST,R_BF,L_GM,L_ST,L_BF
2.60E-05,3.79E-05,-1.94E-06,-1.29E-05,-2.45E-05,8.88E-05
2.60E-05,2.58E-05,-7.45E-06,-1.27E-05,-2.54E-05,9.71E-05
2.47E-05,1.24E-05,-1.77E-05,-8.80E-06,-2.53E-05,0.000101233
2.42E-05,5.29E-06,-2.42E-05,-4.70E-06,-2.61E-05,0.00010347
2.59E-05,6.75E-06,-3.03E-05,-1.95E-07,-2.78E-05,0.000109137
2.65E-05,1.61E-05,-3.80E-05,6.82E-06,-3.55E-05,0.000119391
2.18E-05,2.64E-05,-4.07E-05,1.37E-05,-4.20E-05,0.000130265
1.55E-05,2.81E-05,-3.56E-05,1.38E-05,-4.26E-05,0.000141336
1.22E-05,2.51E-05,-3.11E-05,7.32E-06,-4.25E-05,0.000153576
1.06E-05,2.38E-05,-3.07E-05,1.82E-06,-4.33E-05,0.000166911
9.85E-06,2.45E-05,-3.20E-05,2.60E-07,-4.92E-05,0.000176401
8.47E-06,2.26E-05,-3.31E-05,2.57E-06,-5.91E-05,0.000179769
4.23E-06,2.19E-05,-3.22E-05,6.57E-06,-6.55E-05,0.000182308
-7.66E-07,2.44E-05,-2.83E-05,8.85E-06,-6.56E-05,0.000186019
-2.96E-06,2.12E-05,-2.30E-05,8.42E-06,-6.48E-05,0.000185354
-2.06E-06,8.98E-06,-2.41E-05,8.16E-06,-6.67E-05,0.000178069
-1.94E-06,-4.98E-06,-3.22E-05,1.07E-05,-6.79E-05,0.000171663
-3.16E-06,-1.79E-05,-3.88E-05,1.43E-05,-6.60E-05,0.000170246
-2.88E-06,-3.03E-05,-3.96E-05,1.48E-05,-6.19E-05,0.000167971
-1.07E-06,-3.87E-05,-3.82E-05,1.19E-05,-5.88E-05,0.000164205
-3.20E-08,-4.12E-05,-3.91E-05,8.24E-06,-5.67E-05,0.00016517
-3.03E-08,-4.00E-05,-4.18E-05,6.83E-06,-5.26E-05,0.000170531
-8.95E-08,-3.66E-05,-3.94E-05,6.56E-06,-4.78E-05,0.00017289
1.18E-06,-3.27E-05,-2.81E-05,4.59E-06,-4.77E-05,0.000168227
3.72E-06,-3.08E-05,-1.57E-05,2.06E-06,-5.33E-05,0.000160517
6.07E-06,-2.76E-05,-1.17E-05,4.07E-07,-5.89E-05,0.000153987
7.73E-06,-1.99E-05,-1.61E-05,-2.26E-07,-5.84E-05,0.00014767
9.01E-06,-1.29E-05,-2.56E-05,1.61E-08,-5.29E-05,0.000138264
1.13E-05,-1.34E-05,-3.78E-05,7.32E-07,-4.62E-05,0.000125645
1.38E-05,-1.45E-05,-4.53E-05,2.84E-07,-3.78E-05,0.000112674
1.41E-05,-3.59E-06,-4.19E-05,-1.07E-06,-2.74E-05,0.00010503
1.37E-05,1.73E-05,-2.69E-05,-1.47E-06,-1.85E-05,0.000108197
1.43E-05,3.21E-05,-2.88E-06,-3.53E-07,-1.50E-05,0.000116597
1.56E-05,2.94E-05,1.73E-05,6.48E-07,-9.52E-06,0.00011602
1.56E-05,2.30E-05,2.07E-05,9.13E-07,4.06E-07,0.000106435
1.45E-05,2.92E-05,1.20E-05,7.86E-07,1.10E-05,0.000101551
1.52E-05,3.76E-05,7.13E-07,3.13E-06,2.27E-05,0.00010181
1.80E-05,3.77E-05,-9.56E-06,7.58E-06,3.47E-05,9.36E-05
2.00E-05,2.94E-05,-1.81E-05,1.04E-05,3.97E-05,7.84E-05
1.81E-05,1.78E-05,-2.97E-05,8.04E-06,3.49E-05,6.51E-05
1.47E-05,2.82E-06,-4.30E-05,1.58E-06,2.82E-05,5.54E-05
1.28E-05,-1.24E-05,-5.36E-05,-2.62E-06,2.79E-05,4.93E-05
1.28E-05,-1.83E-05,-6.01E-05,-2.51E-06,3.59E-05,4.80E-05
1.18E-05,-1.49E-05,-6.22E-05,-1.51E-06,4.67E-05,4.87E-05
9.43E-06,-7.86E-06,-6.07E-05,-1.51E-06,5.68E-05,5.07E-05
8.12E-06,-2.49E-06,-5.98E-05,-3.06E-06,6.41E-05,5.52E-05
9.27E-06,4.27E-07,-6.20E-05,-4.66E-06,6.61E-05,5.83E-05
1.07E-05,2.38E-07,-6.55E-05,-3.99E-06,6.10E-05,5.43E-05
9.94E-06,-2.49E-06,-6.96E-05,-4.86E-07,5.29E-05,4.48E-05
6.42E-06,-5.39E-06,-7.40E-05,3.58E-06,4.88E-05,3.64E-05
1.80E-06,-6.73E-06,-7.77E-05,6.18E-06,5.00E-05,3.08E-05
-3.86E-07,-5.74E-06,-7.90E-05,7.94E-06,5.25E-05,2.76E-05
8.30E-08,-2.18E-07,-7.57E-05,1.09E-05,5.08E-05,2.32E-05
1.03E-06,8.96E-06,-6.90E-05,1.74E-05,4.30E-05,1.34E-05
1.78E-06,1.82E-05,-6.57E-05,2.32E-05,2.81E-05,-4.88E-07
3.31E-06,2.12E-05,-6.87E-05,2.38E-05,6.98E-06,-1.35E-05
5.71E-06,1.61E-05,-7.12E-05,2.24E-05,-1.40E-05,-2.60E-05
9.07E-06,1.22E-05,-7.07E-05,2.27E-05,-2.49E-05,-3.85E-05
1.26E-05,1.21E-05,-7.14E-05,2.39E-05,-2.04E-05,-4.72E-05
1.45E-05,7.29E-06,-7.32E-05,2.55E-05,-5.02E-06,-5.37E-05
1.38E-05,-2.33E-06,-7.33E-05,3.03E-05,1.21E-05,-6.13E-05
1.16E-05,-2.01E-06,-7.10E-05,3.86E-05,1.85E-05,-7.00E-05
1.02E-05,5.35E-06,-6.31E-05,4.35E-05,1.32E-05,-7.81E-05
1.15E-05,1.08E-05,-4.94E-05,4.30E-05,3.06E-06,-8.35E-05
1.27E-05,1.54E-05,-3.27E-05,3.90E-05,-9.23E-06,-8.79E-05
1.16E-05,1.84E-05,-1.71E-05,3.27E-05,-1.70E-05,-9.42E-05
7.76E-06,2.32E-05,-9.69E-06,2.54E-05,-2.13E-05,-0.000101228
5.45E-06,2.89E-05,-1.18E-05,1.84E-05,-2.58E-05,-0.000106597
7.89E-06,3.03E-05,-1.78E-05,1.39E-05,-2.88E-05,-0.000110313
1.28E-05,2.50E-05,-2.21E-05,1.15E-05,-2.48E-05,-0.000107829
1.64E-05,2.30E-05,-2.30E-05,7.68E-06,-1.62E-05,-9.68E-05
1.75E-05,2.70E-05,-2.03E-05,2.41E-06,-8.96E-06,-7.96E-05
1.89E-05,3.14E-05,-1.64E-05,-1.55E-06,-3.25E-06,-6.19E-05
2.20E-05,3.33E-05,-1.46E-05,-2.66E-06,-2.10E-06,-5.06E-05
2.59E-05,3.14E-05,-1.70E-05,-2.85E-06,-1.01E-05,-4.97E-05
2.84E-05,2.64E-05,-2.45E-05,-4.68E-06,-2.40E-05,-5.61E-05
2.93E-05,1.89E-05,-3.38E-05,-7.37E-06,-3.35E-05,-6.11E-05
2.83E-05,8.87E-06,-4.13E-05,-7.85E-06,-3.52E-05,-6.19E-05
2.61E-05,-2.87E-06,-4.72E-05,-4.82E-06,-3.36E-05,-6.30E-05
2.33E-05,-1.14E-05,-5.29E-05,-1.98E-06,-3.37E-05,-6.81E-05
2.08E-05,-1.30E-05,-5.80E-05,-2.86E-06,-3.71E-05,-7.79E-05
1.89E-05,-8.34E-06,-6.30E-05,-6.28E-06,-4.26E-05,-9.27E-05
1.81E-05,-4.34E-06,-6.74E-05,-7.52E-06,-4.66E-05,-0.00010957
1.91E-05,-4.83E-06,-6.94E-05,-6.85E-06,-4.84E-05,-0.000123735
2.06E-05,-7.77E-06,-7.06E-05,-7.05E-06,-5.26E-05,-0.00013542
2.12E-05,-5.88E-06,-7.44E-05,-8.04E-06,-6.51E-05,-0.000145977
2.08E-05,2.05E-06,-7.43E-05,-7.50E-06,-8.20E-05,-0.000152808
1.90E-05,1.11E-05,-6.67E-05,-7.23E-06,-8.48E-05,-0.000155835
1.64E-05,1.53E-05,-6.22E-05,-1.16E-05,-6.83E-05,-0.00015312
1.65E-05,1.67E-05,-6.31E-05,-1.41E-05,-4.94E-05,-0.000141803
1.50E-05,1.94E-05,-6.30E-05,-1.28E-05,-3.85E-05,-0.000125769
1.04E-05,2.11E-05,-5.83E-05,-1.15E-05,-3.49E-05,-0.000109754
8.14E-06,1.55E-05,-4.79E-05,-1.09E-05,-3.58E-05,-9.47E-05
7.10E-06,5.39E-06,-3.92E-05,-1.08E-05,-3.89E-05,-7.61E-05
4.57E-06,2.26E-06,-3.77E-05,-1.11E-05,-4.12E-05,-5.03E-05
1.40E-06,4.90E-06,-3.98E-05,-1.19E-05,-3.95E-05,-2.25E-05
9.13E-07,1.00E-05,-4.18E-05,-1.30E-05,-3.51E-05,-8.29E-07
2.54E-06,1.69E-05,-3.91E-05,-1.72E-05,-3.16E-05,8.99E-06
4.07E-06,2.37E-05,-2.80E-05,-2.16E-05,-3.08E-05,6.04E-06
3.39E-06,2.91E-05,-1.19E-05,-2.36E-05,-3.24E-05,-7.14E-06
8.58E-07,3.28E-05,1.02E-06,-2.44E-05,-3.63E-05,-2.42E-05
-1.07E-06,3.31E-05,3.83E-06,-2.66E-05,-4.01E-05,-3.82E-05
-1.70E-06,2.86E-05,-5.51E-06,-2.86E-05,-3.93E-05,-4.59E-05
-1.51E-06,1.98E-05,-2.34E-05,-2.57E-05,-3.06E-05,-5.09E-05
-7.95E-07,7.99E-06,-3.97E-05,-1.83E-05,-1.74E-05,-6.00E-05
5.44E-07,-1.91E-06,-4.48E-05,-1.20E-05,-1.15E-05,-7.39E-05
1.62E-06,-2.67E-06,-3.96E-05,-1.05E-05,-2.26E-05,-8.57E-05
2.62E-06,3.44E-06,-3.34E-05,-8.87E-06,-4.29E-05,-8.81E-05
3.19E-06,6.02E-06,-3.45E-05,-4.65E-06,-5.50E-05,-7.82E-05
3.73E-06,1.82E-07,-4.19E-05,-2.42E-06,-5.26E-05,-5.34E-05
4.50E-06,-8.73E-06,-4.48E-05,-1.71E-06,-4.20E-05,-1.71E-05
4.37E-06,-1.49E-05,-3.84E-05,2.64E-06,-2.55E-05,2.04E-05
2.56E-06,-1.73E-05,-3.04E-05,8.81E-06,-5.12E-06,5.16E-05
8.78E-07,-1.90E-05,-2.78E-05,1.18E-05,8.20E-06,7.45E-05
6.61E-07,-2.43E-05,-3.09E-05,1.17E-05,9.89E-06,9.13E-05
1.67E-06,-3.26E-05,-3.46E-05,1.15E-05,2.43E-06,0.000107445
1.73E-06,-4.23E-05,-3.44E-05,1.13E-05,-1.03E-05,0.000127267
-3.29E-07,-5.28E-05,-3.64E-05,1.41E-05,-7.16E-06,0.000154826
-4.80E-07,-6.39E-05,-4.36E-05,1.80E-05,2.43E-05,0.000185225
1.67E-06,-7.07E-05,-4.80E-05,1.88E-05,6.25E-05,0.000207526
2.90E-06,-6.94E-05,-4.82E-05,1.75E-05,8.09E-05,0.00021622
3.32E-06,-6.29E-05,-4.80E-05,1.48E-05,7.94E-05,0.000210863
3.72E-06,-5.56E-05,-4.97E-05,1.26E-05,7.30E-05,0.000190337
3.86E-06,-5.10E-05,-5.37E-05,1.28E-05,6.38E-05,0.00015506
2.79E-06,-4.90E-05,-5.71E-05,1.45E-05,5.08E-05,0.000111257
1.14E-06,-4.64E-05,-5.63E-05,1.55E-05,3.96E-05,7.05E-05
2.32E-07,-3.99E-05,-5.21E-05,1.33E-05,3.22E-05,4.06E-05
-1.02E-07,-3.10E-05,-4.87E-05,7.41E-06,2.63E-05,1.75E-05
6.34E-07,-2.44E-05,-4.86E-05,1.79E-07,2.47E-05,-7.69E-06
2.72E-06,-2.42E-05,-5.20E-05,-5.32E-06,2.69E-05,-3.68E-05
4.62E-06,-2.96E-05,-5.57E-05,-7.08E-06,2.52E-05,-6.47E-05
4.75E-06,-3.57E-05,-5.39E-05,-6.18E-06,1.69E-05,-8.85E-05
4.59E-06,-3.44E-05,-4.26E-05,-4.20E-06,7.33E-06,-0.000106453
5.18E-06,-2.51E-05,-2.53E-05,-1.72E-06,-4.26E-07,-0.000119737
6.01E-06,-1.75E-05,-9.61E-06,1.35E-06,-8.67E-06,-0.000130575
6.87E-06,-1.78E-05,-1.76E-06,5.70E-06,-1.91E-05,-0.000139609
8.26E-06,-1.86E-05,-3.30E-06,8.06E-06,-2.95E-05,-0.000144272
1.03E-05,-1.46E-05,-6.12E-06,4.93E-06,-3.42E-05,-0.000141776
1.10E-05,-7.26E-06,-2.52E-06,-4.91E-07,-2.93E-05,-0.000135672
9.12E-06,4.39E-06,3.76E-06,-3.91E-06,-2.22E-05,-0.000132293
6.62E-06,1.72E-05,4.85E-06,-4.31E-06,-2.27E-05,-0.000138888
4.24E-06,2.44E-05,-2.09E-06,-2.99E-06,-2.60E-05,-0.000160391
6.52E-07,2.86E-05,-1.37E-05,-2.46E-06,-2.88E-05,-0.000185832
-1.37E-06,3.51E-05,-2.49E-05,-2.50E-06,-3.48E-05,-0.000205416
6.74E-07,4.25E-05,-2.87E-05,-1.76E-08,-4.12E-05,-0.000221524
4.53E-06,4.61E-05,-2.65E-05,4.43E-06,-4.53E-05,-0.000233615
5.61E-06,4.46E-05,-2.20E-05,8.15E-06,-4.34E-05,-0.000240177
3.10E-06,4.46E-05,-1.77E-05,9.81E-06,-3.38E-05,-0.000241064
2.57E-08,5.28E-05,-1.56E-05,1.10E-05,-2.41E-05,-0.000236645
-7.09E-07,6.31E-05,-1.44E-05,1.26E-05,-1.40E-05,-0.000230048
2.50E-06,6.98E-05,-1.37E-05,1.26E-05,-5.82E-06,-0.000226349
7.51E-06,7.28E-05,-1.23E-05,9.32E-06,-1.11E-06,-0.000229946
1.10E-05,7.23E-05,-9.78E-06,4.46E-06,-4.06E-07,-0.000239511
1.27E-05,6.91E-05,-7.90E-06,1.46E-06,-3.73E-06,-0.000245482
1.24E-05,6.69E-05,-9.83E-06,1.90E-06,-9.63E-06,-0.000241742
9.89E-06,6.67E-05,-1.66E-05,5.10E-06,-1.48E-05,-0.000230315
6.92E-06,6.68E-05,-2.88E-05,7.24E-06,-1.50E-05,-0.000218968
4.77E-06,6.64E-05,-4.38E-05,7.14E-06,-1.27E-05,-0.000213967
3.72E-06,6.45E-05,-5.47E-05,6.59E-06,-1.12E-05,-0.000214633
5.09E-06,6.29E-05,-5.54E-05,5.29E-06,-8.84E-06,-0.000214707
8.38E-06,6.40E-05,-4.56E-05,1.71E-06,-2.83E-06,-0.000209542
1.10E-05,6.44E-05,-3.14E-05,-3.88E-07,2.76E-06,-0.00020013
1.37E-05,6.08E-05,-2.10E-05,1.84E-06,7.61E-06,-0.000190023
1.74E-05,5.57E-05,-2.18E-05,4.54E-06,1.29E-05,-0.000179207
1.96E-05,4.91E-05,-3.22E-05,4.33E-06,1.43E-05,-0.000165231
2.06E-05,4.44E-05,-4.38E-05,1.88E-06,9.40E-06,-0.000144549
2.29E-05,4.39E-05,-5.32E-05,7.20E-07,4.81E-06,-0.000120441
2.48E-05,4.14E-05,-6.25E-05,2.22E-06,2.94E-06,-0.000107221
2.24E-05,3.60E-05,-7.39E-05,3.80E-06,1.00E-06,-0.000101365
1.62E-05,3.56E-05,-8.83E-05,3.01E-06,1.77E-06,-9.31E-05
1.24E-05,3.83E-05,-0.00010132,4.26E-06,5.88E-06,-8.18E-05
1.35E-05,4.28E-05,-0.000107416,7.38E-06,7.87E-06,-7.05E-05
1.65E-05,4.59E-05,-0.000106098,9.20E-06,6.40E-06,-6.20E-05
1.92E-05,4.20E-05,-9.93E-05,1.02E-05,1.54E-06,-5.63E-05
2.08E-05,3.48E-05,-9.33E-05,1.12E-05,-2.55E-06,-5.33E-05
2.13E-05,2.85E-05,-9.43E-05,1.28E-05,-5.79E-06,-5.13E-05
2.21E-05,2.43E-05,-0.000101384,1.28E-05,-1.01E-05,-5.16E-05
2.36E-05,2.09E-05,-0.000107304,1.16E-05,-1.35E-05,-5.18E-05
2.59E-05,1.67E-05,-0.000104863,9.14E-06,-1.84E-05,-4.92E-05
2.82E-05,9.26E-06,-9.33E-05,6.26E-06,-2.61E-05,-4.38E-05
2.84E-05,-1.32E-06,-7.85E-05,3.00E-06,-3.07E-05,-3.62E-05
2.68E-05,-9.16E-06,-6.92E-05,1.01E-06,-2.77E-05,-2.40E-05
2.39E-05,-5.84E-06,-6.84E-05,2.19E-06,-2.16E-05,-8.14E-06
2.01E-05,8.09E-06,-7.20E-05,5.62E-06,-1.51E-05,4.69E-06
1.68E-05,2.14E-05,-7.28E-05,8.95E-06,-1.01E-05,7.99E-06
1.48E-05,2.79E-05,-6.50E-05,1.03E-05,-1.38E-05,6.79E-07
1.25E-05,3.11E-05,-5.03E-05,1.01E-05,-2.57E-05,-1.06E-05
1.03E-05,3.58E-05,-4.07E-05,1.01E-05,-3.50E-05,-1.82E-05
1.04E-05,4.20E-05,-4.31E-05,1.12E-05,-3.91E-05,-2.07E-05
1.11E-05,4.86E-05,-4.94E-05,1.07E-05,-4.05E-05,-2.08E-05
9.74E-06,5.68E-05,-4.69E-05,7.81E-06,-3.79E-05,-1.70E-05
8.20E-06,6.54E-05,-3.47E-05,4.77E-06,-3.05E-05,-4.41E-06
7.82E-06,6.73E-05,-2.55E-05,6.39E-06,-1.97E-05,1.73E-05
7.74E-06,5.51E-05,-2.76E-05,9.16E-06,-6.39E-06,4.15E-05
7.69E-06,2.27E-05,-3.09E-05,8.66E-06,4.14E-06,6.40E-05
1.01E-05,-1.85E-05,-2.88E-05,8.56E-06,6.89E-06,8.86E-05
1.46E-05,-4.17E-05,-2.93E-05,1.14E-05,1.09E-05,0.000113196
1.82E-05,-5.05E-05,-3.54E-05,1.57E-05,2.21E-05,0.000132426
1.98E-05,-6.43E-05,-4.05E-05,1.69E-05,3.60E-05,0.000148863
2.11E-05,-8.61E-05,-4.08E-05,1.26E-05,4.60E-05,0.000167843
2.23E-05,-0.000101759,-3.93E-05,7.40E-06,5.01E-05,0.000192904
2.11E-05,-0.00010494,-4.21E-05,3.47E-06,5.22E-05,0.000220768
1.95E-05,-0.000105406,-5.08E-05,-4.39E-07,5.07E-05,0.000244121
1.87E-05,-0.000106426,-6.11E-05,-9.18E-07,4.39E-05,0.000256691
1.86E-05,-0.000106067,-7.22E-05,3.36E-06,3.63E-05,0.000260128
1.76E-05,-0.000103721,-8.16E-05,6.15E-06,3.16E-05,0.000256479
1.58E-05,-0.000103499,-8.65E-05,3.50E-06,2.48E-05,0.000249913
1.37E-05,-0.000106869,-8.82E-05,-1.81E-06,1.24E-05,0.00024132
1.11E-05,-0.000106836,-9.08E-05,-6.68E-06,-3.96E-06,0.000228115
9.36E-06,-9.75E-05,-9.51E-05,-1.03E-05,-2.00E-05,0.000208334
7.94E-06,-8.41E-05,-9.89E-05,-1.25E-05,-3.10E-05,0.000181027
7.23E-06,-7.46E-05,-9.80E-05,-1.47E-05,-3.73E-05,0.000150815
6.93E-06,-7.14E-05,-9.12E-05,-1.76E-05,-4.36E-05,0.000127126
7.52E-06,-6.89E-05,-8.25E-05,-1.96E-05,-5.17E-05,0.000116532
9.72E-06,-5.71E-05,-7.57E-05,-1.88E-05,-5.54E-05,0.000112766
1.28E-05,-3.39E-05,-6.87E-05,-1.63E-05,-5.24E-05,0.000105752
1.31E-05,-7.61E-06,-5.83E-05,-1.41E-05,-5.00E-05,9.31E-05
9.81E-06,1.49E-05,-4.60E-05,-1.38E-05,-5.16E-05,8.14E-05
5.43E-06,3.02E-05,-3.56E-05,-1.57E-05,-5.04E-05,7.36E-05
3.55E-06,3.64E-05,-3.13E-05,-1.62E-05,-4.52E-05,7.47E-05
5.20E-06,4.10E-05,-3.60E-05,-1.34E-05,-3.66E-05,8.90E-05
8.55E-06,4.63E-05,-4.52E-05,-9.18E-06,-2.57E-05,0.000112506
1.20E-05,4.79E-05,-4.93E-05,-8.29E-06,-1.86E-05,0.000137776
1.28E-05,5.06E-05,-4.65E-05,-1.15E-05,-1.88E-05,0.000151455
8.87E-06,5.70E-05,-3.80E-05,-1.68E-05,-2.07E-05,0.000150406
4.71E-06,6.12E-05,-2.97E-05,-2.05E-05,-2.07E-05,0.000145781
3.73E-06,5.76E-05,-2.56E-05,-1.93E-05,-1.89E-05,0.000145963
4.86E-06,4.87E-05,-2.03E-05,-1.42E-05,-1.45E-05,0.000155823
6.91E-06,3.67E-05,-1.47E-05,-1.07E-05,-6.90E-06,0.000170724
9.36E-06,2.42E-05,-1.32E-05,-9.83E-06,-1.62E-06,0.000184584
1.31E-05,1.08E-05,-1.53E-05,-6.95E-06,-3.47E-06,0.000192557
1.75E-05,-1.03E-06,-2.11E-05,-1.83E-06,-7.08E-06,0.000198234
2.21E-05,-6.45E-06,-2.86E-05,2.41E-06,-1.06E-05,0.000203802
2.49E-05,-9.34E-06,-3.35E-05,1.89E-06,-1.60E-05,0.000204379
2.36E-05,-1.49E-05,-3.26E-05,-1.80E-06,-2.51E-05,0.000199637
2.03E-05,-2.49E-05,-2.95E-05,-3.21E-06,-3.44E-05,0.000194291
1.77E-05,-3.89E-05,-2.95E-05,-6.45E-07,-3.89E-05,0.00019205
1.86E-05,-5.22E-05,-3.61E-05,4.07E-06,-3.83E-05,0.000190261
2.31E-05,-5.66E-05,-4.44E-05,9.23E-06,-3.69E-05,0.000186743
2.92E-05,-5.45E-05,-4.62E-05,1.39E-05,-3.91E-05,0.000183076
3.31E-05,-5.28E-05,-4.41E-05,1.97E-05,-4.35E-05,0.000185513
3.26E-05,-5.09E-05,-4.73E-05,2.71E-05,-4.60E-05,0.000194835
2.90E-05,-4.60E-05,-5.70E-05,3.04E-05,-4.35E-05,0.000206538
2.61E-05,-3.57E-05,-6.68E-05,2.49E-05,-3.50E-05,0.000213664
2.50E-05,-1.89E-05,-7.08E-05,1.39E-05,-2.38E-05,0.000212527
2.26E-05,-2.80E-06,-6.74E-05,6.90E-06,-1.49E-05,0.000204444
1.77E-05,1.03E-05,-6.30E-05,7.00E-06,-1.06E-05,0.000196551
1.34E-05,2.20E-05,-6.29E-05,1.01E-05,-8.44E-06,0.000191653
1.22E-05,2.38E-05,-6.75E-05,1.29E-05,-3.96E-06,0.000184376
1.21E-05,1.04E-05,-7.30E-05,1.21E-05,2.21E-06,0.00017428
1.11E-05,-1.04E-05,-7.61E-05,8.79E-06,8.24E-06,0.000163704
1.04E-05,-3.08E-05,-7.53E-05,6.70E-06,8.99E-06,0.00015057
1.09E-05,-4.71E-05,-7.23E-05,5.29E-06,2.33E-06,0.000134118
1.26E-05,-5.39E-05,-7.04E-05,2.71E-06,-6.60E-06,0.000114341
1.54E-05,-4.69E-05,-6.69E-05,-9.67E-07,-1.50E-05,9.10E-05
1.78E-05,-3.02E-05,-5.92E-05,-4.33E-06,-2.21E-05,6.77E-05
1.93E-05,-1.34E-05,-4.93E-05,-5.69E-06,-3.14E-05,4.53E-05
1.86E-05,-2.04E-06,-4.21E-05,-2.22E-06,-4.30E-05,2.24E-05
1.55E-05,8.12E-06,-3.95E-05,3.93E-06,-4.85E-05,-7.79E-08
1.22E-05,2.58E-05,-3.56E-05,7.39E-06,-4.46E-05,-1.82E-05
9.43E-06,4.62E-05,-2.70E-05,7.01E-06,-3.74E-05,-2.79E-05
6.42E-06,5.97E-05,-1.73E-05,6.62E-06,-3.12E-05,-3.40E-05
3.16E-06,6.75E-05,-1.03E-05,9.99E-06,-2.57E-05,-4.37E-05
-9.19E-07,7.66E-05,-7.29E-06,1.61E-05,-1.80E-05,-5.59E-05
-4.56E-06,8.73E-05,-9.65E-06,2.08E-05,-6.91E-06,-6.46E-05
-4.92E-06,9.40E-05,-1.68E-05,2.16E-05,6.46E-06,-7.11E-05
-2.55E-06,9.21E-05,-2.79E-05,2.14E-05,1.72E-05,-7.99E-05
-8.46E-07,8.56E-05,-4.17E-05,2.29E-05,1.85E-05,-8.91E-05
-3.93E-07,8.52E-05,-5.58E-05,2.57E-05,1.16E-05,-9.75E-05
-2.47E-07,9.27E-05,-6.70E-05,2.64E-05,5.82E-06,-0.000111499
-1.54E-07,0.000100577,-7.33E-05,2.29E-05,5.06E-06,-0.000133987
-1.74E-08,0.000102777,-7.32E-05,1.88E-05,5.30E-06,-0.00015724
-1.68E-06,0.000100046,-6.43E-05,1.82E-05,3.66E-06,-0.000177232
-5.33E-06,9.65E-05,-4.94E-05,1.91E-05,-1.06E-06,-0.000193911
-9.00E-06,9.58E-05,-3.47E-05,1.60E-05,-8.34E-06,-0.000209892
-8.75E-06,9.49E-05,-2.40E-05,8.56E-06,-1.41E-05,-0.000228303
-3.64E-06,9.31E-05,-1.18E-05,2.21E-06,-1.29E-05,-0.000248731
1.03E-06,9.09E-05,9.45E-06,1.19E-06,-7.95E-06,-0.000263483
3.00E-06,8.65E-05,3.69E-05,-1.45E-08,-7.67E-06,-0.00026597
4.15E-06,8.12E-05,5.76E-05,-3.27E-06,-1.21E-05,-0.000260722
3.27E-06,7.03E-05,6.00E-05,-4.96E-06,-1.80E-05,-0.000256019
1.91E-06,5.47E-05,4.34E-05,-3.55E-06,-2.65E-05,-0.000254497
3.17E-06,4.19E-05,1.91E-05,2.54E-06,-3.22E-05,-0.000251754
6.44E-06,3.48E-05,1.42E-06,9.44E-06,-3.04E-05,-0.000246555
8.21E-06,3.36E-05,-8.08E-06,1.19E-05,-2.73E-05,-0.000242797
8.42E-06,3.57E-05,-1.60E-05,1.00E-05,-2.62E-05,-0.000242222
7.74E-06,3.81E-05,-2.26E-05,1.09E-05,-2.68E-05,-0.000243806
6.42E-06,3.66E-05,-2.22E-05,1.41E-05,-2.83E-05,-0.000246033
4.22E-06,3.16E-05,-1.70E-05,1.35E-05,-2.59E-05,-0.000246372
2.76E-06,2.57E-05,-1.59E-05,9.15E-06,-1.84E-05,-0.000242809
3.37E-06,1.86E-05,-2.33E-05,5.91E-06,-1.10E-05,-0.000236238
5.12E-06,1.24E-05,-3.52E-05,5.22E-06,-6.57E-06,-0.000229647
7.03E-06,9.38E-06,-4.45E-05,6.40E-06,-5.86E-06,-0.000222925
7.50E-06,8.87E-06,-4.59E-05,9.98E-06,-8.19E-06,-0.000215726
6.29E-06,9.05E-06,-3.98E-05,1.43E-05,-1.19E-05,-0.000208178
4.64E-06,1.17E-05,-3.33E-05,1.56E-05,-1.54E-05,-0.00019767
4.33E-06,1.73E-05,-2.80E-05,1.37E-05,-1.72E-05,-0.00018357
4.69E-06,2.16E-05,-2.36E-05,1.28E-05,-1.92E-05,-0.000168989
5.18E-06,2.42E-05,-2.13E-05,1.38E-05,-2.36E-05,-0.000155344
6.33E-06,2.72E-05,-2.10E-05,1.55E-05,-2.64E-05,-0.000142355
8.11E-06,3.23E-05,-2.40E-05,1.67E-05,-2.32E-05,-0.000129551
9.01E-06,4.08E-05,-3.43E-05,1.77E-05,-1.88E-05,-0.000112577
8.41E-06,4.62E-05,-4.96E-05,1.98E-05,-2.02E-05,-9.14E-05
5.39E-06,4.68E-05,-6.23E-05,2.21E-05,-1.82E-05,-7.17E-05
2.05E-06,5.04E-05,-6.64E-05,2.02E-05,-7.46E-06,-5.55E-05
-1.35E-07,5.63E-05,-6.47E-05,1.48E-05,-2.45E-06,-3.66E-05
-1.81E-06,6.08E-05,-6.35E-05,1.02E-05,-3.57E-06,-1.54E-05
-3.03E-06,6.61E-05,-6.44E-05,8.83E-06,-1.87E-07,1.05E-06
-3.13E-06,7.21E-05,-6.15E-05,9.19E-06,9.12E-06,9.65E-06
-2.97E-06,7.80E-05,-5.55E-05,9.42E-06,1.99E-05,1.19E-05
-2.90E-06,8.48E-05,-5.12E-05,9.51E-06,2.44E-05,1.02E-05
-1.89E-06,8.92E-05,-4.91E-05,9.91E-06,2.10E-05,7.52E-06
-1.92E-07,8.47E-05,-5.08E-05,9.42E-06,1.74E-05,6.46E-06
1.65E-06,7.20E-05,-5.48E-05,5.85E-06,1.84E-05,5.32E-06
