LBFT X,LBFT Y,LBFT Z,LLAN X,LLAN Y,LLAN Z,LMAN X,LMAN Y,LMAN Z,RBFT X,RBFT Y,RBFT Z,RLAN X,RLAN Y,RLAN Z,RMAN X,RMAN Y,RMAN Z
-980.6368408,84.42167664,-751.4446411,-923.8105469,119.4496231,-796.0981445,-896.2908936,112.7014236,-720.9015503,-968.5476074,88.42205811,-476.1270142,-921.4988403,124.9613724,-433.7494507,-881.9764404,117.6891708,-503.3709717
-980.6193848,84.42317963,-751.4254761,-923.7969971,119.4512863,-796.0901489,-896.305542,112.6906738,-720.9033203,-968.5540161,88.40748596,-476.1173706,-921.4857178,124.9599915,-433.7546692,-881.9633179,117.7093735,-503.3653259
-980.6325073,84.41560364,-751.4295044,-923.8056641,119.444664,-796.1018677,-896.3043823,112.6918335,-720.9082642,-968.5478516,88.41277313,-476.141449,-921.5009766,124.9507675,-433.7800598,-881.9441528,117.6920547,-503.378418
-980.6391602,84.41163635,-751.4298096,-923.8110352,119.4760284,-796.121582,-896.2984619,112.6860886,-720.9036865,-968.5511475,88.40816498,-476.1417847,-921.5219116,124.9634399,-433.7636719,-881.9825439,117.6892166,-503.37323
-980.6287231,84.42028046,-751.4261475,-923.8013306,119.4488449,-796.0963745,-896.3011475,112.6765213,-720.9049072,-968.5569458,88.39969635,-476.1339111,-921.5026855,124.9598541,-433.7539673,-881.9776611,117.6830368,-503.3817749
-980.6375122,84.417099,-751.4248047,-923.8204346,119.4838638,-796.1212158,-896.3043823,112.6921997,-720.8858032,-968.5606079,88.4205246,-476.1256104,-921.5093994,124.9592819,-433.787384,-881.9744263,117.6992264,-503.3708496
-980.6278076,84.42353821,-751.4249268,-923.8088379,119.4641876,-796.0963135,-896.3215942,112.6787186,-720.8947144,-968.5511475,88.40486145,-476.1348267,-921.5058594,124.9301682,-433.7808533,-881.9900513,117.6981506,-503.3710938
-980.6317749,84.42620087,-751.4344482,-923.8206177,119.4305267,-796.0751953,-896.2995605,112.6585693,-720.9060669,-968.5669556,88.40481567,-476.1335754,-921.5216064,124.9355316,-433.7662659,-881.9726563,117.6932831,-503.3797913
-980.6467285,84.41873932,-751.4192505,-923.8007813,119.455574,-796.1184692,-896.2974854,112.6722641,-720.8980103,-968.5649414,88.41535187,-476.1180115,-921.5144043,124.9365463,-433.7891846,-881.9758301,117.6912918,-503.388916
-980.6310425,84.40608978,-751.4142456,-923.8321533,119.4671097,-796.0910645,-896.3074341,112.6789474,-720.9016113,-968.5630493,88.39267731,-476.1367798,-921.5264282,124.9564514,-433.7732544,-881.9559937,117.6968231,-503.3799744
-980.6347656,84.40892792,-751.4302368,-923.8613892,119.4587555,-796.1016235,-896.2894287,112.6396255,-720.9005127,-968.5415649,88.40027618,-476.1519165,-921.4856567,124.9226379,-433.7940979,-881.9682007,117.6775208,-503.3909912
-980.6377563,84.41443634,-751.4220581,-923.803833,119.4686584,-796.123291,-896.310791,112.6605911,-720.8994751,-968.5562134,88.39820862,-476.1296387,-921.5062866,124.9453506,-433.7938232,-881.994751,117.6963043,-503.4031067
-980.6335449,84.41963959,-751.4214478,-923.8397217,119.4425735,-796.0817871,-896.3085938,112.666893,-720.890564,-968.5593262,88.39699554,-476.1420898,-921.517334,124.9461441,-433.7832642,-881.9988403,117.6860352,-503.3860474
-980.6517944,84.42036438,-751.4232788,-923.8197021,119.4762344,-796.109314,-896.3018799,112.6529236,-720.8928833,-968.5532227,88.40465546,-476.1422119,-921.5253296,124.9504471,-433.7781067,-881.973877,117.6867218,-503.3847351
-980.6455078,84.40981293,-751.4208984,-923.8406372,119.4614716,-796.0939331,-896.3078003,112.6586304,-720.9038696,-968.5354614,88.38941193,-476.15271,-921.524231,124.9486847,-433.7938538,-881.9901123,117.6604996,-503.3924255
-980.6314697,84.41584778,-751.4161987,-923.8153687,119.4340668,-796.0969849,-896.3009033,112.6549683,-720.9103394,-968.5481567,88.39527893,-476.1509399,-921.5144653,124.9332352,-433.805481,-881.975708,117.668396,-503.4040527
-980.6409912,84.41207123,-751.4337158,-923.8182983,119.4343491,-796.1110229,-896.3161011,112.6542892,-720.878418,-968.5484009,88.38334656,-476.1534424,-921.5184326,124.9489441,-433.7939453,-881.9675903,117.678421,-503.3957214
-980.6427002,84.40247345,-751.4284058,-923.8364258,119.4653244,-796.0916748,-896.2907715,112.6548157,-720.9008179,-968.555542,88.40332031,-476.1494751,-921.5043945,124.918045,-433.8172302,-881.9926147,117.6855698,-503.4021606
-980.6425781,84.40474701,-751.4244995,-923.8063354,119.4180679,-796.0900269,-896.3301392,112.6830215,-720.901123,-968.5547485,88.38929749,-476.1746216,-921.5199585,124.9370346,-433.8084106,-881.996582,117.6903,-503.3970337
-980.6408691,84.39800262,-751.4285278,-923.8163452,119.4086685,-796.0787354,-896.3184814,112.6639023,-720.8933105,-968.5448608,88.38696289,-476.1760559,-921.5045776,124.9304276,-433.8057861,-881.9821167,117.6993408,-503.3904724
-980.6425781,84.40715027,-751.4204102,-923.8183594,119.4221115,-796.0775757,-896.3297729,112.6988983,-720.8998413,-968.5498657,88.40738678,-476.1489868,-921.5184937,124.9460754,-433.8294373,-882.0055542,117.6917343,-503.4030457
-980.6185303,84.40652466,-751.4411621,-923.8502808,119.4036102,-796.0963745,-896.3028564,112.6817551,-720.8984375,-968.56604,88.41368866,-476.1304626,-921.5031738,124.9209595,-433.8251648,-881.9737549,117.7064819,-503.40625
-980.6413574,84.40644073,-751.4307251,-923.8198853,119.4570313,-796.1206055,-896.3252563,112.6842957,-720.8853149,-968.5455933,88.39550018,-476.1581726,-921.5059814,124.9303589,-433.8248291,-881.9805298,117.6813965,-503.3930969
-980.6353149,84.40366364,-751.4306641,-923.8364258,119.4463654,-796.1366577,-896.3109741,112.6858902,-720.9029541,-968.5452271,88.38460541,-476.1766663,-921.5159302,124.9363251,-433.7947998,-881.9986572,117.6912384,-503.4048767
-980.6487427,84.40486908,-751.4195557,-923.8577271,119.4113541,-796.0828857,-896.335083,112.6767349,-720.8747559,-968.5683594,88.40274048,-476.1356506,-921.5187378,124.9193954,-433.7885742,-881.9853516,117.6943817,-503.3859253
-980.6520386,84.38745117,-751.4352417,-923.8208008,119.3974304,-796.0883179,-896.328125,112.6466293,-720.885437,-968.55896,88.38755035,-476.1390381,-921.5108032,124.9291382,-433.7991638,-881.9558716,117.6791153,-503.3910522
-980.6432495,84.39518738,-751.4354858,-923.8294678,119.3990326,-796.0973511,-896.3348999,112.6689224,-720.9031372,-968.5795288,88.3917923,-476.1610718,-921.5032959,124.9368286,-433.8102112,-881.9910278,117.6878357,-503.4093018
-980.6416626,84.40128326,-751.4324341,-923.8111572,119.3930054,-796.1032715,-896.3245239,112.663414,-720.8991089,-968.5709229,88.39271545,-476.148407,-921.5085449,124.9172287,-433.8080444,-881.9932251,117.6797409,-503.3973694
-980.6459351,84.38630676,-751.4381104,-923.8374634,119.4296341,-796.1253052,-896.3294067,112.6592941,-720.8817749,-968.5727539,88.4023819,-476.1579895,-921.5126953,124.9059601,-433.8348083,-881.9898682,117.6797791,-503.3974915
-980.6309814,84.38552094,-751.4336548,-923.8616333,119.4041901,-796.1176147,-896.3328857,112.6652985,-720.9061279,-968.567749,88.39668274,-476.1553345,-921.5128784,124.9045715,-433.793457,-881.9897461,117.6744537,-503.4109802
-980.6543579,84.39234161,-751.4294434,-923.8760986,119.4125748,-796.0941772,-896.3536987,112.6722183,-720.9086304,-968.5783081,88.39559937,-476.1490479,-921.517334,124.9140472,-433.8069763,-882.0123901,117.6829529,-503.4194336
-980.6472778,84.39231873,-751.4354248,-923.8406982,119.4167023,-796.0919189,-896.3572388,112.6459274,-720.8949585,-968.597168,88.34565735,-476.1723633,-921.5206299,124.9047012,-433.7993469,-881.9873047,117.6758194,-503.4226074
-980.6411743,84.38391113,-751.4297485,-923.8479614,119.4108658,-796.1000366,-896.3419189,112.6692429,-720.9040527,-968.5911865,88.38589478,-476.1362,-921.5240479,124.8968277,-433.8155212,-882.0148926,117.6633301,-503.4221191
-980.6505127,84.37950134,-751.4191284,-923.8938599,119.4137192,-796.1153564,-896.3598022,112.6504364,-720.8890381,-968.6146851,88.37991333,-476.1430664,-921.5504761,124.9004288,-433.7937927,-881.9909058,117.6514359,-503.4256287
-980.6640625,84.38663483,-751.4241943,-923.9087524,119.4007721,-796.0723877,-896.3710938,112.6211624,-720.8653564,-968.6142578,88.39118958,-476.1365356,-921.5366211,124.8870468,-433.8093262,-881.9926147,117.6567841,-503.4145508
-980.659729,84.38412476,-751.4333496,-923.8810425,119.3775406,-796.0478516,-896.3781738,112.6146774,-720.8777466,-968.609436,88.35614014,-476.1641846,-921.5522461,124.8923569,-433.787262,-882.0004883,117.6481171,-503.3956604
-980.6652832,84.3707962,-751.4267578,-923.8676147,119.3637161,-796.052002,-896.3773804,112.6373215,-720.8562012,-968.6043091,88.35889435,-476.1432495,-921.5458374,124.8829651,-433.7971497,-882.0048828,117.6538162,-503.4162903
-980.6619263,84.371521,-751.4169922,-923.8823242,119.3759079,-796.0611572,-896.3446655,112.6183395,-720.8828735,-968.6092529,88.33514404,-476.1538391,-921.5595703,124.8681488,-433.8057861,-882.0180054,117.6723709,-503.4092407
-980.6740723,84.36889648,-751.4232788,-923.9002686,119.3395233,-796.0471191,-896.3818359,112.6091766,-720.8713989,-968.6047974,88.35716248,-476.1505127,-921.5300293,124.8734665,-433.7972717,-881.9970703,117.6768417,-503.4090576
-980.6726685,84.35591125,-751.4213257,-923.8605347,119.33181,-796.0514526,-896.3686523,112.6164856,-720.8693848,-968.6322632,88.34783173,-476.1357727,-921.5564575,124.8594971,-433.8007813,-882.0518799,117.650177,-503.401123
-980.678772,84.35764313,-751.4192505,-923.9153442,119.3369598,-796.0741577,-896.366394,112.5913696,-720.8498535,-968.612793,88.3332901,-476.1595764,-921.5484619,124.8682251,-433.7739868,-882.0476685,117.6371155,-503.3884277
-980.6755371,84.34288788,-751.4419556,-923.8773804,119.3448563,-796.0322266,-896.3675537,112.5936584,-720.8500977,-968.6101074,88.31954193,-476.1435547,-921.5392456,124.8554077,-433.7600708,-882.0623169,117.6523819,-503.4091187
-980.6706543,84.35020447,-751.4244385,-923.9020386,119.3337021,-796.0493774,-896.3738403,112.5868301,-720.8490601,-968.6204224,88.34198761,-476.1376343,-921.5419922,124.8565369,-433.7460327,-882.0459595,117.6669617,-503.3874817
-980.6791992,84.33565521,-751.4310303,-923.895874,119.3340073,-796.0545654,-896.3765869,112.5757599,-720.8474121,-968.6156006,88.33308411,-476.1587524,-921.534668,124.852005,-433.7692871,-882.0249023,117.6521606,-503.3997192
-980.6913452,84.34016418,-751.4306641,-923.9094849,119.3511353,-796.0529785,-896.3901978,112.5741806,-720.8343506,-968.6361694,88.3297348,-476.1521606,-921.5603638,124.8515091,-433.7627563,-882.0475464,117.6607132,-503.3797302
-980.684082,84.34552002,-751.4239502,-923.9360352,119.3417892,-796.0158691,-896.413208,112.5897827,-720.8424072,-968.6157837,88.32463074,-476.1533508,-921.5796509,124.8589783,-433.7635498,-882.0581055,117.6468048,-503.3688965
-980.6865234,84.32620239,-751.4334717,-923.9488525,119.330307,-796.0461426,-896.4039307,112.5654449,-720.8413696,-968.5783691,88.30845642,-476.1566772,-921.5680542,124.8452759,-433.7619629,-882.074585,117.6343307,-503.381958
-980.6957397,84.32926178,-751.4202881,-923.9862671,119.34832,-796.0256958,-896.4255981,112.5813751,-720.8388672,-968.609314,88.31902313,-476.142334,-921.5932007,124.8304749,-433.7721252,-882.0857544,117.6590424,-503.3856506
-980.6932373,84.32060242,-751.4363403,-923.9970093,119.3180618,-796.0479736,-896.4293213,112.5886459,-720.8353882,-968.6044312,88.32328796,-476.1513672,-921.7578735,125.0251007,-433.3664856,-882.0703125,117.6484985,-503.3790283
-980.6889038,84.3106842,-751.4202271,-923.9494629,119.3539581,-796.0407715,-896.4367676,112.5744858,-720.831665,-968.6199341,88.30713654,-476.1560364,-921.631958,124.8549881,-433.6954041,-882.0870972,117.645668,-503.3749695
-980.6930542,84.29945374,-751.428833,-923.9873657,119.3136292,-796.0322266,-896.4470825,112.5678558,-720.8366089,-968.6154175,88.30059814,-476.1523743,-921.6254272,124.8346405,-433.702301,-882.0769653,117.6456146,-503.3616333
-980.6995239,84.30625153,-751.4220581,-924.0278931,119.303894,-796.0096436,-896.4449463,112.5656433,-720.8252563,-968.6351929,88.30383301,-476.1513367,-921.6245117,124.8292618,-433.7044067,-882.1166992,117.6323013,-503.3666992
-980.7210083,84.30609894,-751.4227295,-923.9850464,119.3146057,-796.0358887,-896.4611206,112.5652695,-720.8283081,-968.6588745,88.29746246,-476.1413269,-921.6380615,124.8298492,-433.7172852,-882.0925293,117.655983,-503.3817749
-980.708252,84.30023193,-751.4158325,-923.9746094,119.2771835,-796.0374756,-896.4655151,112.5595093,-720.8347168,-968.6351318,88.26951599,-476.1619873,-921.6376953,124.8265457,-433.7306519,-882.0965576,117.6205902,-503.3920288
-980.7068481,84.29982758,-751.4265747,-923.9933472,119.2966232,-796.0346069,-896.4680176,112.5469742,-720.8292236,-968.6382446,88.27643585,-476.1593933,-921.6629639,124.8484802,-433.7159424,-882.1044312,117.6441116,-503.3830261
-980.7127075,84.30007172,-751.4454346,-924.0001831,119.2752533,-796.0621948,-896.4758301,112.5617447,-720.8320313,-968.645874,88.28813934,-476.1687012,-921.6315308,124.8102798,-433.7402649,-882.1269531,117.6205673,-503.371582
-980.6970825,84.29599762,-751.4348145,-923.991272,119.2902679,-796.022522,-896.4624634,112.5784912,-720.8432007,-968.6456299,88.28701782,-476.168396,-921.6654053,124.8248215,-433.7407227,-882.1022949,117.63311,-503.3780212
-980.6954346,84.29471588,-751.4273682,-923.9724121,119.2837982,-796.0634155,-896.4675903,112.560379,-720.84021,-968.6245728,88.2558136,-476.1822205,-921.659668,124.8203125,-433.7397156,-882.0993042,117.6312485,-503.37854
-980.6965332,84.29415131,-751.4360352,-923.9603271,119.2845993,-796.0761108,-896.4606323,112.5484848,-720.847229,-968.6470337,88.27796173,-476.157959,-921.6673584,124.815567,-433.7320251,-882.1257935,117.615654,-503.367218
-980.6919556,84.29491425,-751.4449463,-923.9765625,119.2968445,-796.0627441,-896.456543,112.5672989,-720.8521118,-968.6136475,88.24372101,-476.1923523,-921.6812134,124.8104706,-433.7548218,-882.1119995,117.621933,-503.3982239
-980.7034302,84.31232452,-751.4365234,-923.9837646,119.3002701,-796.0629883,-896.4662476,112.5833435,-720.8496094,-968.6294556,88.2648468,-476.1893005,-921.6460571,124.8132172,-433.789093,-882.1138916,117.634346,-503.3830261
-980.6913452,84.29704285,-751.4388428,-923.9815674,119.2979279,-796.0543213,-896.4682007,112.5675201,-720.8547363,-968.6295166,88.26420593,-476.1769714,-921.6710815,124.8084641,-433.7739868,-882.1022949,117.6300964,-503.3774109
-980.6940308,84.28476715,-751.440979,-924.0097656,119.2767181,-796.0657349,-896.4624023,112.5762787,-720.8485107,-968.6307373,88.27143097,-476.1924438,-921.6755371,124.799202,-433.7793884,-882.1116943,117.6324158,-503.377594
-980.7043457,84.30121613,-751.4419556,-923.9907837,119.2943878,-796.0545654,-896.4694824,112.5546875,-720.8477173,-968.6303101,88.25993347,-476.1730347,-921.6641846,124.7988892,-433.7792664,-882.1162109,117.6287079,-503.3852234
-980.7023926,84.29117584,-751.4348755,-923.980835,119.3019333,-796.076355,-896.4853516,112.559433,-720.8522339,-968.630188,88.27281189,-476.1724243,-921.6868286,124.8028336,-433.7804871,-882.1062012,117.6484756,-503.3769226
-980.6886597,84.30354309,-751.4441528,-923.9797974,119.3009644,-796.0604858,-896.4718018,112.5700836,-720.8564453,-968.647583,88.25785828,-476.1839905,-921.6800537,124.8005219,-433.7879944,-882.1502686,117.6185684,-503.3985596
-980.6973267,84.31230927,-751.4481812,-923.9954834,119.2975464,-796.0740967,-896.4596558,112.5711441,-720.8656006,-968.6203003,88.26677704,-476.1810608,-921.7019653,124.8058319,-433.7669678,-882.1038818,117.6286087,-503.3742676
-980.7106934,84.30425262,-751.4492798,-923.9804077,119.3059998,-796.0720825,-896.4986572,112.5972137,-720.8720093,-968.640686,88.25279236,-476.1809082,-921.6828613,124.8189392,-433.7867737,-882.1304321,117.6264343,-503.3809814
-980.6984863,84.3010788,-751.4328003,-923.9631348,119.2815094,-796.0733643,-896.4710693,112.5849915,-720.8617554,-968.6488037,88.26503754,-476.1799316,-921.6889038,124.8076859,-433.7726135,-882.1049194,117.6330338,-503.3909912
-980.6993408,84.28790283,-751.4412842,-923.9703979,119.3003922,-796.1096191,-896.4805298,112.5863342,-720.8859253,-968.6382446,88.27642822,-476.1936951,-921.6900024,124.8163528,-433.7799377,-882.0994873,117.620224,-503.3864136
-980.7010498,84.30265808,-751.4542236,-923.9882202,119.296463,-796.1016846,-896.4823608,112.5913467,-720.8894043,-968.6577148,88.27514648,-476.194458,-921.6932983,124.7946014,-433.7990112,-882.0916138,117.6376038,-503.3742676
-980.7096558,84.2990799,-751.4447021,-924.0050659,119.3085709,-796.088501,-896.489624,112.5658493,-720.8745117,-968.6221924,88.26403046,-476.2026062,-921.7138062,124.796196,-433.7852173,-882.095459,117.6511078,-503.3816528
-980.7074585,84.28421783,-751.460144,-923.9625854,119.3105087,-796.098877,-896.5059204,112.5770111,-720.8770752,-968.6433716,88.25945282,-476.1833191,-921.8841553,124.9948349,-433.3599854,-882.1138916,117.6250076,-503.3948059
-980.6942749,84.28414917,-751.4503784,-924.0154419,119.2839355,-796.1118774,-896.4959106,112.589325,-720.8678589,-968.642395,88.26490021,-476.1690674,-921.7385864,124.8028412,-433.728363,-882.1129761,117.6478958,-503.3959045
-980.7114868,84.30631256,-751.4472656,-923.9940796,119.3042145,-796.088623,-896.4995728,112.5726624,-720.875061,-968.6384888,88.25325775,-476.175293,-921.7429199,124.7916489,-433.73349,-882.1276855,117.6341629,-503.3883362
-980.7005005,84.29294586,-751.446106,-924.0042725,119.2882004,-796.104187,-896.5023804,112.5648651,-720.8799438,-968.6500854,88.24780273,-476.1838074,-921.7503052,124.8065414,-433.7203369,-882.1444702,117.640976,-503.4084167
-980.7036743,84.29969025,-751.4509888,-923.9685059,119.2881927,-796.0847168,-896.5103149,112.5626373,-720.8702393,-968.6453857,88.24885559,-476.1896667,-921.7561035,124.7760849,-433.7298279,-882.1209106,117.6302338,-503.3812866
-980.6949463,84.28766632,-751.4508057,-924.0288696,119.2943878,-796.0927734,-896.5330811,112.5681992,-720.869812,-968.6551514,88.25308228,-476.1762085,-921.7434692,124.7821655,-433.7419128,-882.1525269,117.6355438,-503.3970947
-980.7009888,84.28620911,-751.4466553,-924.0178223,119.2652206,-796.0775146,-896.5095825,112.5628052,-720.8677979,-968.6577759,88.24320984,-476.1809082,-921.7279053,124.7639008,-433.7280884,-882.1542969,117.6267929,-503.3644714
-980.7199097,84.27317047,-751.43573,-923.989563,119.2726135,-796.0599365,-896.5213623,112.5637436,-720.875061,-968.6615601,88.23994446,-476.16922,-921.7349854,124.7686386,-433.7419128,-882.1439209,117.6271057,-503.3925476
-980.7277832,84.2963562,-751.4422607,-923.9998169,119.2907257,-796.0855103,-896.5158081,112.5623016,-720.8800049,-968.6583252,88.23486328,-476.1752014,-921.7439575,124.775383,-433.7489624,-882.1501465,117.620079,-503.3666992
-980.7008667,84.29232788,-751.4407349,-924.0340576,119.2919617,-796.0736694,-896.512207,112.5674362,-720.8747559,-968.6461792,88.23687744,-476.1881714,-921.7545776,124.773674,-433.7441406,-882.1740723,117.6523285,-503.3800354
-980.7045288,84.2834549,-751.4478149,-924.0213013,119.2753296,-796.083374,-896.5245361,112.5746078,-720.8815918,-968.6596069,88.26317596,-476.180542,-921.7271729,124.7514267,-433.7530823,-882.1397705,117.6332245,-503.3797302
-980.701355,84.2987442,-751.4453125,-924.0114746,119.2990341,-796.1213989,-896.5299072,112.5782623,-720.8744507,-968.661438,88.25217438,-476.1745605,-921.7322998,124.7865067,-433.7531128,-882.1456909,117.6452866,-503.38797
-980.7023315,84.28757477,-751.446167,-924.0591431,119.3053436,-796.1047363,-896.5274048,112.5797501,-720.8830566,-968.6677246,88.25634766,-476.1799316,-921.7371216,124.7487488,-433.7834167,-882.1210938,117.6364441,-503.3689575
-980.7022095,84.29518127,-751.4486694,-924.0320435,119.2814865,-796.0923462,-896.5350342,112.5732422,-720.8811035,-968.6503296,88.26145172,-476.1668396,-921.7251587,124.7662277,-433.7662048,-882.1716309,117.6174164,-503.3704529
-980.7212524,84.29763794,-751.4353638,-924.0066528,119.2997971,-796.0898438,-896.5222168,112.5712738,-720.8830566,-968.6397095,88.24951172,-476.1690063,-921.7268677,124.7519913,-433.767334,-882.1396484,117.6432495,-503.3641663
-980.7070313,84.29392242,-751.4435425,-924.0406494,119.306572,-796.0973511,-896.5119019,112.5756378,-720.8738403,-968.6691284,88.26576233,-476.1693115,-921.723877,124.7650528,-433.7633057,-882.1279297,117.6494141,-503.3628235
-980.711731,84.30049133,-751.440918,-923.9938354,119.2744446,-796.098877,-896.5202026,112.5917892,-720.8685913,-968.6584473,88.27088928,-476.166626,-921.7335205,124.765976,-433.7678223,-882.1623535,117.6488266,-503.377594
-980.6937256,84.28791046,-751.453125,-924.0103149,119.272049,-796.0928345,-896.5192261,112.5714951,-720.885437,-968.6304321,88.26700592,-476.1775208,-921.7119141,124.7777481,-433.7725525,-882.1503906,117.6590958,-503.388916
-980.6994629,84.28562164,-751.4543457,-924.0153809,119.2820587,-796.0946655,-896.5126343,112.5579224,-720.8719482,-968.6444092,88.27568817,-476.1626892,-921.7095337,124.775444,-433.7750549,-882.1165771,117.6626282,-503.3652039
-980.6939697,84.28665924,-751.4490356,-924.0281982,119.2790451,-796.0949097,-896.5193481,112.556633,-720.8942261,-968.6220093,88.26409912,-476.1817017,-921.7131958,124.7858963,-433.7591553,-882.1464844,117.6578979,-503.3660889
-980.7003784,84.2910614,-751.4580078,-924.0187378,119.2899017,-796.0905151,-896.5323486,112.5751648,-720.8704224,-968.6293945,88.27431488,-476.1678772,-921.7024536,124.7568512,-433.7840881,-882.1365356,117.6511459,-503.3659058
-980.6906128,84.29703522,-751.4512329,-924.0375366,119.2921524,-796.1028442,-896.5299683,112.5651016,-720.8795166,-968.6497803,88.27481079,-476.1514587,-921.6995239,124.7999649,-433.7644348,-882.1357422,117.6767273,-503.3774719
-980.7060547,84.29206085,-751.4448242,-923.99646,119.2900238,-796.0992432,-896.5127563,112.5733414,-720.9041138,-968.6137085,88.26902771,-476.1888428,-921.7186279,124.7707367,-433.7829895,-882.0956421,117.6439438,-503.3674011
-980.6904297,84.27101135,-751.4611816,-924.0220337,119.2682571,-796.1079102,-896.5130005,112.5861664,-720.892395,-968.6210938,88.27116394,-476.17099,-921.6998291,124.7911453,-433.7766724,-882.1204834,117.6587982,-503.3802185
-980.6907349,84.27275085,-751.449585,-924.0079346,119.2550354,-796.1037598,-896.529541,112.5778351,-720.8821411,-968.6293335,88.27113342,-476.1878967,-921.7072144,124.7812195,-433.7898865,-882.1118164,117.6320114,-503.3787231
-980.6984253,84.27773285,-751.456604,-923.9694214,119.2927933,-796.1038208,-896.5214233,112.5703888,-720.8868408,-968.6315308,88.26854706,-476.1922302,-921.7214355,124.7943192,-433.7878418,-882.1035156,117.6433945,-503.3848572
-980.703186,84.26967621,-751.437439,-924.0351563,119.2664413,-796.1290894,-896.5383911,112.5877228,-720.8806152,-968.6414795,88.26722717,-476.1815186,-921.7236938,124.7902298,-433.7921143,-882.119751,117.641037,-503.3840332
-980.6953125,84.28382874,-751.4449463,-924.0231323,119.2674637,-796.1134644,-896.5238037,112.5854492,-720.8889771,-968.6252441,88.26879883,-476.2014771,-921.7028198,124.7818832,-433.8098145,-882.1330566,117.6411057,-503.3996582
-980.7029419,84.29165649,-751.4534912,-924.0153809,119.24543,-796.1152954,-896.5097656,112.5864258,-720.8972168,-968.647522,88.27959442,-476.1905823,-921.7158813,124.805809,-433.8146057,-882.1351929,117.6418381,-503.4061279
-980.6949463,84.29936981,-751.4610596,-924.0674438,119.2689667,-796.1547241,-896.5234375,112.5889511,-720.913147,-968.6522827,88.28923798,-476.1880493,-921.8780518,124.9741364,-433.4283752,-882.1322021,117.6326981,-503.3989868
-980.6936646,84.27898407,-751.458313,-924.0756836,119.2639923,-796.1221313,-896.5418091,112.5927811,-720.9073486,-968.6484375,88.27462006,-476.1813049,-921.7275391,124.8051376,-433.7646179,-882.1246338,117.6270447,-503.4038696
-980.6885376,84.27335358,-751.4572754,-924.0228271,119.2718887,-796.1228638,-896.5447998,112.5726471,-720.9102783,-968.6187134,88.25751495,-476.2185364,-921.7389526,124.7975464,-433.7559509,-882.1537476,117.6296005,-503.4139404
-980.7150879,84.28133392,-751.4666748,-924.038269,119.2684097,-796.1401367,-896.5370483,112.5800858,-720.9057007,-968.6466675,88.26293182,-476.1902466,-921.7523193,124.807724,-433.7692261,-882.1276245,117.6448212,-503.4059753
-980.6951294,84.2611618,-751.4790649,-924.0118408,119.2679596,-796.1015015,-896.5105591,112.567894,-720.8988647,-968.6514282,88.27431488,-476.1863403,-921.7451782,124.7923889,-433.7774963,-882.1311646,117.6279068,-503.4169312
-980.7003784,84.27605438,-751.4675293,-924.0394897,119.2580185,-796.0910034,-896.5319214,112.5641403,-720.8936157,-968.6331787,88.25722504,-476.2107239,-921.7356567,124.7938538,-433.7647705,-882.1292725,117.6209335,-503.4100647
-980.7149658,84.26509094,-751.4576416,-924.0358276,119.2406464,-796.0936279,-896.5302124,112.5610275,-720.8948975,-968.6574707,88.27365112,-476.1816101,-921.7294312,124.7883453,-433.7980652,-882.1330566,117.6333542,-503.4005432
-980.710144,84.27519226,-751.4567261,-924.0769043,119.2529831,-796.0985718,-896.5263062,112.5728378,-720.9042969,-968.6453247,88.24344635,-476.1865845,-921.7424927,124.7930298,-433.7874451,-882.1428223,117.6311493,-503.4256897
-980.7078247,84.2677536,-751.4536133,-924.0603638,119.2500458,-796.125,-896.5310669,112.561676,-720.8981323,-968.6480713,88.25424194,-476.1859131,-921.7325439,124.7918472,-433.7976685,-882.1298828,117.6201019,-503.4075012
-980.7006836,84.27097321,-751.458374,-924.0418091,119.2800217,-796.0947876,-896.5323486,112.5609589,-720.9033203,-968.6531372,88.2609024,-476.185791,-921.7265015,124.7994232,-433.8053894,-882.1126099,117.6242828,-503.4098511
-980.6951904,84.26778412,-751.4472046,-924.0328979,119.2552948,-796.1079102,-896.5349731,112.5841217,-720.8932495,-968.633728,88.24377441,-476.2105103,-921.729187,124.7900925,-433.8114014,-882.1662598,117.633522,-503.4248657
-980.7175293,84.26929474,-751.4571533,-924.0603027,119.242775,-796.1254883,-896.545166,112.5717697,-720.8953247,-968.6383057,88.25617981,-476.1908264,-921.7283936,124.7842178,-433.8186035,-882.1372681,117.6389618,-503.3991089
-980.7165527,84.26657104,-751.4612427,-924.0726318,119.2448273,-796.1096191,-896.5438843,112.5599899,-720.9014893,-968.6703491,88.2837677,-476.1828308,-921.7134399,124.7858124,-433.8226318,-882.1243286,117.6405563,-503.3952332
-980.7097168,84.28832245,-751.4786987,-924.0482788,119.2894897,-796.1158447,-896.5300903,112.569191,-720.9048462,-968.6401978,88.25421906,-476.2013855,-921.7047729,124.792778,-433.8342285,-882.1112061,117.6344223,-503.4151306
-980.7033691,84.25489044,-751.4721069,-924.06073,119.2461929,-796.1094971,-896.5308838,112.5786133,-720.9025269,-968.663147,88.28900909,-476.1776123,-921.7142944,124.7956772,-433.8493652,-882.1361694,117.6545486,-503.4118652
-980.6986084,84.26196289,-751.4631348,-924.0803833,119.2503815,-796.12677,-896.5377197,112.5673141,-720.9013062,-968.6359253,88.2762146,-476.2025146,-921.7305298,124.7779617,-433.8340759,-882.1222534,117.6423416,-503.3955383
